domain,"in_TI_URLhaus"
"182.127.33.254:42139",true
"42.224.196.127:41097",true
"27.194.234.85:32842",true
"m.wnkc.ru",true
"xf.p-93-z.ru",true
"120.37.212.87:48427",true
"182.116.123.176:60904",true
"123.12.86.132:43663",true
"123.10.11.160:45991",true
"31.172.213.251:26387",true
"119.99.235.55:51472",true
"oq.p-93-z.ru",true
"b.wnkc.ru",true
"cloudflare.cheahpartners.com",true
"grill-shop.de",true
"94.244.36.34:34484",true
"113.89.102.23:50455",true
"59.184.247.186:38963",true
"116.139.186.50:56773",true
"112.237.164.96:60510",true
"42.55.228.14:36279",true
"skyfru.com",true
"115.53.201.45:58309",true
"qz7.twgr.ru",true
"wh.p-93-z.ru",true
"213.165.60.211",true
"193.233.84.146",true
"124.223.47.219:2222",true
"116.205.106.137:9998",true
"147.45.43.44",true
"31.57.225.230:8088",true
"1.15.134.238:23580",true
"155.117.98.19:8080",true
"47.109.145.121:8080",true
"47.99.125.121:16667",true
"124.222.187.184",true
"45.86.153.106",true
"95.139.110.183:56142",true
"5.235.205.172:8880",true
"176.79.40.252:8080",true
"203.218.53.108:19088",true
"36.154.188.50:37782",true
"77.189.60.187:8080",true
"113.165.77.195:8080",true
"91.221.218.45:20345",true
"203.203.86.235:41208",true
"87.8.108.180:3586",true
"177.101.128.226:34959",true
"46.6.9.146:53471",true
"178.50.147.54:9301",true
"41.145.131.41:8082",true
"91.80.130.121",true
"5.237.252.48:26897",true
"109.162.171.16:6009",true
"118.172.158.188:41547",true
"85.185.218.211:63891",true
"178.18.12.59:7443",true
"95.139.116.216:57489",true
"79.77.196.220:46596",true
"24.152.180.138:31507",true
"41.145.131.41:8081",true
"201.143.52.186:8080",true
"83.224.139.246",true
"ol.p-93-z.ru",true
"119.180.13.1:55096",true
"123.9.116.21:38865",true
"61.54.199.86:35775",true
"m2.twgr.ru",true
"pn.n-96-f.ru",true
"61.52.130.33:37766",true
"120.24.60.216:81",true
"150.40.119.46:8081",true
"t.twgr.ru",true
"sz.n-96-f.ru",true
"106.228.2.121:4430",true
"ub.n-96-f.ru",true
"14.203.169.39:8082",true
"109.205.213.5",true
"cnc.naldlh.lol",true
"202.189.4.56:8088",true
"151.25.165.23:8443",true
"115.49.185.92:36261",true
"178.16.54.178",true
"huge-arrangements-magnet-flu.trycloudflare.com",true
"zt.n-96-f.ru",true
"qx8.mmwf.ru",true
"89.144.20.51",true
"111.173.159.5:58311",true
"42.53.2.221:50611",true
"z7.mmwf.ru",true
"y0s.hap7.ru",true
"115.49.233.21:53864",true
"182.92.239.94:8080",true
"182.122.234.41:41789",true
"27.215.208.231:55928",true
"k.mmwf.ru",true
"qq.hap7.ru",true
"m2.hap7.ru",true
"60.209.156.127:55182",true
"115.50.210.184:37970",true
"pm7.pyp3.ru",true
"e.hap7.ru",true
"125.44.222.16:46762",true
"27.219.179.220:60674",true
"120.28.194.160:40706",true
"c9a.vem4.ru",true
"u1.pyp3.ru",true
"125.47.195.66:43390",true
"123.5.144.30:47909",true
"y.pyp3.ru",true
"zx.vem4.ru",true
"61.53.133.181:59022",true
"61.53.84.179:42553",true
"115.50.152.139:53475",true
"125.45.49.35:51572",true
"123.8.185.46:57416",true
"193.17.183.25",true
"125.44.37.99:42116",true
"222.255.229.251:49460",true
"181.94.220.166:39083",true
"42.235.82.200:49276",true
"182.113.1.52:54060",true
"219.154.175.70:50986",true
"182.122.239.214:34221",true
"85.105.76.45:59586",true
"200.59.88.92:42175",true
"115.50.38.34:33406",true
"113.238.122.149:41730",true
"116.140.163.68:59741",true
"88.249.70.76:55636",true
"77.79.160.210:50147",true
"175.173.114.192:46649",true
"123.5.172.149:59276",true
"42.229.234.168:39722",true
"wz8.qej9.ru",true
"h5.vem4.ru",true
"200.59.88.52:49019",true
"p0.qej9.ru",true
"w.vem4.ru",true
"182.126.121.48:41171",true
"42.228.33.144:54557",true
"g.qej9.ru",true
"m1s.van1.ru",true
"182.126.86.235:36511",true
"va.van1.ru",true
"222.138.94.128:55461",true
"t1z.qeh5.ru",true
"p.van1.ru",true
"k0n.xyc0.ru",true
"115.57.166.121:50566",true
"b3.qeh5.ru",true
"ta.xyc0.ru",true
"125.44.25.242:50075",true
"115.55.129.125:48653",true
"r1q.kot9.ru",true
"r8.xyc0.ru",true
"123.9.245.93:43612",true
"123.4.153.177:57556",true
"115.50.190.36:51463",true
"123.11.233.85:42473",true
"d.xyc0.ru",true
"z.kot9.ru",true
"219.157.38.77:48004",true
"115.55.55.178:55245",true
"113.229.50.111:38055",true
"q2.jod6.ru",true
"x8d.byq3.ru",true
"222.137.197.158:36707",true
"42.55.187.87:41822",true
"qf.byq3.ru",true
"j.jod6.ru",true
"222.142.195.243:39682",true
"h1.byq3.ru",true
"222.139.204.87:59114",true
"27.215.180.150:43465",true
"qa9.pav3.ru",true
"s.byq3.ru",true
"115.49.136.250:54234",true
"v4.pav3.ru",true
"vk.z-99-l.ru",true
"219.156.58.49:37469",true
"175.173.190.26:60680",true
"61.1.233.45:47762",true
"88.227.169.79:48227",true
"eg.z-99-l.ru",true
"c.pav3.ru",true
"175.148.154.250:58075",true
"45.137.70.49",true
"wd.z-99-l.ru",true
"bt.fag5.ru",true
"115.55.50.147:47421",true
"39.187.82.247:43778",true
"42.230.226.169:45590",true
"115.50.211.27:54022",true
"191.241.143.27:38478",true
"112.198.195.40:45252",true
"219.155.203.178:35655",true
"175.146.158.192:60344",true
"200.59.88.165:52243",true
"n7.fag5.ru",true
"200.59.88.214:55269",true
"xi.z-99-l.ru",true
"182.114.254.201:47942",true
"209.54.102.90",true
"a.fag5.ru",true
"tr.x-73-r.ru",true
"5.8.18.46",true
"dam-basename-performances-mph.trycloudflare.com",true
"46.23.109.47",true
"23.154.80.50",true
"w.x-73-r.ru",true
"200.59.88.44:36624",true
"219.157.29.164:35144",true
"lm3.cup7.ru",true
"ts.x-73-r.ru",true
"182.126.81.166:43124",true
"117.200.118.255:56973",true
"200.59.85.99:45113",true
"123.14.150.28:34918",true
"d2.cup7.ru",true
"pt.x-73-r.ru",true
"yourcryptoworldbanks.42web.io",true
"bharatoil.top",true
"firebasestorage.googleapis.com",true
"meat-media-sl-type.trycloudflare.com",true
"dpaste.org",true
"dpaste.com",true
"115.48.150.98:53538",true
"gz.w-30-g.ru",true
"w.cup7.ru",true
"zr.zik9.ru",true
"l.w-30-g.ru",true
"182.112.88.190:51646",true
"em.w-30-g.ru",true
"23.160.56.64",true
"123.14.158.70:44991",true
"182.127.179.43:50700",true
"59.88.227.254:35243",true
"h1.zik9.ru",true
"ii.w-30-g.ru",true
"119.189.215.228:34252",true
"42.180.234.64:52633",true
"123.10.34.137:42859",true
"z0v.gug7.ru",true
"115.50.71.160:59002",true
"mi.gug7.ru",true
"61.53.94.50:52927",true
"117.193.152.41:41792",true
"t.zik9.ru",true
"4x.gug7.ru",true
"42.226.221.196:60724",true
"110.37.89.47:38695",true
"119.185.241.238:45239",true
"t.gug7.ru",true
"112.239.113.87:37200",true
"a9m.wuk0.ru",true
"221.15.194.226:49422",true
"182.120.99.37:60785",true
"123.11.76.12:33599",true
"vp.wuk0.ru",true
"78.165.239.203:34352",true
"60.23.72.219:51964",true
"117.209.89.207:51257",true
"117.214.236.52:54467",true
"k3.wuk0.ru",true
"182.126.119.211:32795",true
"42.242.189.166:58735",true
"27.202.209.116:48630",true
"221.13.247.45:44926",true
"200.59.88.30:54256",true
"n.wuk0.ru",true
"27.215.84.74:57041",true
"112.239.98.210:56588",true
"115.50.57.43:34901",true
"42.225.202.68:59221",true
"200.59.86.231:33664",true
"175.151.137.102:58855",true
"110.37.68.126:52602",true
"125.41.6.107:39201",true
"221.15.227.157:55631",true
"xq8.juq0.ru",true
"u1r.ror6.ru",true
"117.195.113.200:40165",true
"182.113.35.82:44694",true
"125.43.74.227:44235",true
"p9.juq0.ru",true
"be.ror6.ru",true
"222.137.160.209:32970",true
"113.237.87.71:53840",true
"61.52.82.36:32993",true
"q7.ror6.ru",true
"117.215.222.117:49257",true
"www.bighaj.de",true
"remdefrem.duckdns.org",true
"sostexampp.duckdns.org",true
"k.juq0.ru",true
"182.121.238.17:41464",true
"186.169.82.76",true
"119.166.72.164:48528",true
"z.ror6.ru",true
"bighaj.de",true
"23.132.28.196",true
"trannynet.adgods.uk",true
"219.157.54.21:34791",true
"m1f.fid1.ru",true
"188.122.242.178",true
"141.11.164.20:8080",true
"42.228.47.95:60798",true
"holidays-diary-some-vancouver.trycloudflare.com",true
"s1.prostreamx.xyz",true
"23-154-80-50.cprapid.com",true
"us-1.apollohost.xyz",true
"113.57.8.243:687",true
"222.140.128.80:47233",true
"175.165.110.188:50686",true
"tx.fid1.ru",true
"qw2.n-98.ru",true
"182.121.86.3:48530",true
"182.113.41.241:37435",true
"h4.n-98.ru",true
"2q.fid1.ru",true
"113.229.185.84:32855",true
"115.49.64.162:38517",true
"175.167.58.104:60359",true
"27.204.195.114:57473",true
"123.14.144.75:44850",true
"182.127.4.241:55909",true
"42.233.160.159:35337",true
"182.116.75.211:50022",true
"l.n-98.ru",true
"x2n.tem5.ru",true
"115.48.144.120:47376",true
"182.127.69.6:56955",true
"115.58.152.90:60426",true
"110.178.41.167:39819",true
"219.155.201.40:50947",true
"27.217.79.68:60500",true
"61.163.198.223:40930",true
"200.59.88.232:37321",true
"61.52.47.139:59245",true
"42.224.66.38:55275",true
"61.176.9.125:36414",true
"numberpold.com",true
"222.142.243.184:60325",true
"123.12.223.145:36577",true
"ty3.z-67.ru",true
"qk.tem5.ru",true
"125.47.87.106:42099",true
"175.146.241.166:46509",true
"123.5.7.163:43493",true
"k2.z-67.ru",true
"m9.tem5.ru",true
"a.tem5.ru",true
"111.127.225.21:42911",true
"e.z-67.ru",true
"r.q8e5.ru",true
"115.55.236.158:48931",true
"42.58.226.155:52803",true
"219.156.59.32:51425",true
"bs.q8e5.ru",true
"115.50.43.230:50566",true
"125.44.240.113:54384",true
"175.175.59.224:34560",true
"221.15.7.241:57014",true
"pq5.x-05.ru",true
"ar.q8e5.ru",true
"200.59.85.196:36473",true
"123.12.231.212:60832",true
"u3.x-05.ru",true
"b.h8y0.ru",true
"125.47.212.70:46729",true
"117.209.29.178:39040",true
"d.x-05.ru",true
"y.h8y0.ru",true
"123.11.79.246:43075",true
"42.57.217.206:40011",true
"193.32.162.27",true
"182.112.31.239:44752",true
"117.241.88.148:54094",true
"27.215.78.110:45788",true
"87.120.187.143",true
"103.153.69.151",true
"176.65.148.191",true
"200.59.86.228:60001",true
"bo.h8y0.ru",true
"42.237.19.121:39136",true
"stresse.st",true
"222.127.186.27:39486",true
"t.h8y0.ru",true
"175.148.158.48:50484",true
"a.l9a5.ru",true
"182.112.85.252:42054",true
"42.53.232.192:59549",true
"176.65.132.57",true
"117.209.29.220:47394",true
"prostreamx.xyz",true
"196.251.84.55",true
"m1.p-81.ru",true
"bu.l9a5.ru",true
"117.72.222.203",true
"1.15.174.189",true
"61.155.145.182:8090",true
"1.15.134.238:10089",true
"103.144.245.250:2080",true
"47.120.23.221:8080",true
"4.201.106.183",true
"43.139.146.100",true
"115.190.127.112:82",true
"190.102.43.29",true
"82.157.232.157:10443",true
"42.51.34.56:8011",true
"124.71.106.116:8111",true
"106.13.137.229:7777",true
"103.115.64.166:443",true
"154.23.243.186:9966",true
"1.15.134.238:6667",true
"47.94.38.41:1080",true
"47.117.174.198:8080",true
"43.138.139.240",true
"47.120.70.161",true
"47.108.217.44:8848",true
"36.77.77.203:52638",true
"45.182.16.199:29666",true
"80.21.130.141:31421",true
"37.113.149.201:60058",true
"85.204.80.217:28933",true
"188.247.56.170:1134",true
"79.103.61.186:35670",true
"189.156.188.178:5986",true
"121.121.198.72:8019",true
"78.157.28.31:8497",true
"45.115.254.91:32515",true
"78.70.152.202:5825",true
"24.160.145.107:12388",true
"189.130.103.179:41620",true
"188.4.128.228:52660",true
"94.74.183.215:35039",true
"80.48.221.243:15207",true
"186.90.206.183:30712",true
"189.106.98.90:53967",true
"27.78.65.185:11264",true
"222.246.79.136:61965",true
"176.215.77.139:49722",true
"223.15.54.153:50995",true
"46.100.167.32:30048",true
"176.214.112.141:11740",true
"46.103.207.250:32962",true
"94.181.142.6:11122",true
"62.211.93.1:27342",true
"85.204.218.34:19760",true
"183.80.59.94:8080",true
"14.174.79.231:8080",true
"123.19.39.240",true
"81.151.49.151:65003",true
"123.227.109.61",true
"113.191.153.74:10004",true
"102.248.1.217:8083",true
"102.248.1.217:8084",true
"105.225.131.36:8085",true
"88.19.97.196:91",true
"74.62.255.234:8226",true
"116.110.178.159",true
"27.68.97.96:9941",true
"81.151.49.151:65004",true
"123.31.236.222:8082",true
"120.157.77.161:85",true
"113.23.21.225",true
"118.11.47.41",true
"14.243.186.49",true
"188.31.30.20:8083",true
"113.182.105.60",true
"91.80.167.17",true
"14.165.242.228:8080",true
"27.75.205.125:8080",true
"123.31.236.222:8081",true
"61.3.100.131:2003",true
"27.75.205.125:8081",true
"183.184.222.64:8000",true
"121.73.163.170:8082",true
"81.151.49.151:65002",true
"92.40.121.184:8084",true
"188.28.26.221:8001",true
"46.125.49.171",true
"188.31.30.20:8082",true
"78.132.118.130",true
"81.151.49.151:65001",true
"117.15.157.188:44949",true
"123.14.20.201:55448",true
"al.l9a5.ru",true
"182.113.46.223:38845",true
"59.88.11.135:42232",true
"196.188.80.240:40711",true
"42.233.164.176:33175",true
"g.l9a5.ru",true
"j.p-81.ru",true
"42.59.237.120:43303",true
"175.151.117.102:49497",true
"l.k9u1.ru",true
"42.234.232.164:60291",true
"119.179.215.5:49861",true
"117.209.11.95:41379",true
"200.59.88.15:47317",true
"120.28.220.18:60231",true
"zr3.f-11.ru",true
"bc.k9u1.ru",true
"182.116.76.51:33437",true
"82.50.79.17:47559",true
"124.94.255.114:54176",true
"porsasystem.com",true
"42.237.25.86:47014",true
"222.134.173.189:48856",true
"94.240.216.78:35065",true
"q5.f-11.ru",true
"42.230.230.5:57692",true
"200.59.88.33:58089",true
"125.41.7.216:52600",true
"ae.k9u1.ru",true
"123.129.128.111:37696",true
"182.114.250.14:40857",true
"42.235.186.170:58405",true
"aq.k9u1.ru",true
"c.f-11.ru",true
"ag.d1a8.ru",true
"182.126.80.182:33700",true
"123.9.97.81:34715",true
"61.52.42.118:38005",true
"arkanmep.com",true
"192.3.177.166",true
"96.44.159.216",true
"107.175.246.22",true
"200.59.86.16:53819",true
"palates.axisschoolofanimation.com",true
"182.116.117.131:52231",true
"v.d1a8.ru",true
"wm9.z-72.ru",true
"machprint.ro",true
"bf.d1a8.ru",true
"123.11.14.182:58327",true
"182.126.90.15:56290",true
"t7.z-72.ru",true
"q.d1a8.ru",true
"171.22.16.134",true
"aw.g6i2.ru",true
"123.12.234.86:59763",true
"115.55.48.163:58922",true
"h.z-72.ru",true
"am.g6i2.ru",true
"125.43.37.184:54917",true
"221.203.135.156:47067",true
"42.178.153.125:56966",true
"119.179.83.173:57977",true
"115.55.130.41:55053",true
"119.117.249.158:46518",true
"113.221.14.111:10415",true
"www.logpasta.com",true
"171.116.178.38:38035",true
"117.247.25.86:59039",true
"42.239.247.206:49658",true
"mircomaro.kesug.com",true
"testesdev.ngrok.app",true
"files.catbox.moe",true
"trabajo2025.lovestoblog.com",true
"59.97.181.157:36996",true
"115.57.194.188:47532",true
"59.182.217.236:38358",true
"123.147.87.137:42733",true
"42.112.26.45",true
"123.9.45.93:39895",true
"222.138.126.253:53776",true
"42.57.54.200:59856",true
"115.59.3.88:60933",true
"191.241.143.28:36364",true
"115.61.117.221:54965",true
"175.175.206.32:38095",true
"219.155.209.45:45372",true
"61.54.68.245:59701",true
"119.185.243.192:44403",true
"222.138.149.133:38084",true
"117.212.170.233:44492",true
"42.225.122.106:46023",true
"223.105.78.182:49626",true
"195.177.94.29:56541",true
"retiregenz.com",true
"112.232.204.50:40925",true
"117.215.182.147:38514",true
"113.228.159.102:45534",true
"115.54.186.68:52005",true
"182.126.90.151:38601",true
"125.40.150.63:33406",true
"125.40.153.162:54131",true
"119.179.214.87:43615",true
"61.1.224.59:46021",true
"42.225.220.161:36686",true
"182.122.216.34:37961",true
"42.52.193.190:42121",true
"unitedwealth.lovestoblog.com",true
"info17.infy.uk",true
"107.174.212.72",true
"174.34.242.82:46927",true
"rafts.top",true
"loadstopdocs.com",true
"219.157.49.102:34571",true
"drive.google.com",true
"mycarrierdoc.com",true
"dcstores.free.nf",true
"mthreebm.gt.tc",true
"ampythonanywhere.pythonanywhere.com",true
"educa.rr.gov.br",true
"pureductsmi.xo.je",true
"tevezcarlos.lovestoblog.com",true
"vitrolifegroup.gt.tc",true
"200.59.88.88:53664",true
"60.18.96.149:35180",true
"223.9.113.13:50518",true
"107.174.212.77",true
"42.85.81.148:33938",true
"150.255.248.201:53639",true
"196.251.73.58",true
"205.185.121.141",true
"89.213.174.225",true
"64.188.8.180",true
"125.40.121.72:44705",true
"42.225.202.236:58269",true
"g324fsd3r2fj.s3.us-east-1.amazonaws.com",true
"141.98.10.37",true
"115.50.24.129:47913",true
"115.48.152.148:43124",true
"222.142.241.16:38683",true
"61.53.193.72:55367",true
"182.121.46.198:53754",true
"115.50.252.88:44250",true
"110.182.236.10:46055",true
"182.126.125.17:47443",true
"42.59.229.103:41061",true
"115.48.161.237:58941",true
"115.55.129.49:52927",true
"85.105.76.45:34043",true
"88.247.222.82:33769",true
"60.23.75.241:49494",true
"180.254.178.61:46993",true
"61.52.5.69:41392",true
"222.141.112.66:46060",true
"61.52.229.120:49054",true
"61.52.159.56:34736",true
"125.43.253.80:48020",true
"175.174.103.174:43228",true
"182.126.142.71:34218",true
"113.229.186.174:53760",true
"125.45.64.228:56258",true
"123.7.208.45:40697",true
"176.46.152.62:5858",true
"42.237.48.48:51424",true
"117.204.164.127:43319",true
"42.59.75.53:40407",true
"182.117.77.132:32943",true
"123.9.92.164:56371",true
"182.112.28.85:48653",true
"115.56.155.5:33465",true
"42.54.177.133:37791",true
"42.236.221.251:35808",true
"61.53.72.113:54325",true
"60.211.69.5:58689",true
"42.224.196.142:42324",true
"42.239.246.168:35906",true
"196.251.85.63",true
"182.117.42.90:44272",true
"200.59.83.42:33916",true
"175.150.146.58:48488",true
"218.59.81.196:36249",true
"200.59.88.19:48658",true
"27.194.149.31:42875",true
"61.52.61.60:41628",true
"125.46.241.164:53616",true
"123.11.12.207:56024",true
"175.146.166.125:47395",true
"42.224.29.55:46049",true
"182.113.45.169:56464",true
"182.116.117.234:42189",true
"115.48.141.33:45329",true
"42.56.141.161:46743",true
"115.55.207.173:55647",true
"200.59.88.35:38590",true
"115.49.4.30:34539",true
"42.232.84.161:46563",true
"171.109.156.97:51264",true
"219.155.211.70:45372",true
"219.157.133.0:45422",true
"42.235.70.239:45646",true
"182.121.41.190:34453",true
"115.48.3.126:47709",true
"202.97.185.223:59528",true
"222.140.162.75:41442",true
"117.215.55.51:34159",true
"42.58.78.101:49270",true
"182.116.117.196:57338",true
"175.160.98.94:53673",true
"200.59.88.196:60118",true
"223.12.152.199:47544",true
"ray2me.com",true
"185.34.144.87:8088",true
"121.224.246.191:41818",true
"116.10.133.84:45126",true
"176.65.132.93",true
"188.56.2.116:59342",true
"39.79.239.65:54021",true
"61.53.197.160:35686",true
"113.229.190.56:42414",true
"115.58.91.77:48595",true
"163.142.92.178:44157",true
"119.165.187.98:37726",true
"182.114.251.121:46373",true
"182.121.162.171:33590",true
"112.248.113.222:59951",true
"60.23.189.145:60598",true
"182.126.82.82:46893",true
"115.49.230.147:33804",true
"27.207.226.26:41773",true
"119.162.211.141:39838",true
"61.52.135.85:51517",true
"222.139.225.205:59114",true
"113.229.80.219:60107",true
"222.108.105.54:3577",true
"125.43.73.167:46512",true
"182.112.186.178:41611",true
"219.155.222.226:37421",true
"61.53.82.12:55042",true
"42.233.107.109:46931",true
"121.13.165.98:88",true
"123.4.128.191:44926",true
"185.208.158.56",true
"200.59.88.99:32835",true
"45.61.149.68:8000",true
"79.106.231.174:48454",true
"110.42.139.169",true
"156.238.242.123:1001",true
"voxelnodes.in",true
"allahmisin.musallat.xyz",true
"221.15.198.241:54428",true
"182.126.204.55:50089",true
"222.127.154.48:44167",true
"45.61.134.233",true
"61.53.85.41:44436",true
"39.105.36.205:5566",true
"182.116.121.60:48232",true
"182.127.152.33:49610",true
"221.1.227.57:60370",true
"175.150.93.178:50273",true
"joebesser.com",true
"zidomasones.com",true
"1.27.60.139:5000",true
"115.50.26.153:44633",true
"123.11.74.187:33599",true
"42.231.94.193:47019",true
"222.127.220.239:51600",true
"8.130.49.29:8081",true
"suspicious-northcutt.91-92-240-220.plesk.page",true
"160.250.134.48",true
"111.70.15.220:44125",true
"222.137.76.157:59185",true
"39.100.71.60:8099",true
"106.75.6.253:8888",true
"inspiring-jepsen.91-92-240-220.plesk.page",true
"42.239.235.69:54506",true
"182.119.231.141:50002",true
"182.116.66.104:45587",true
"27.213.68.127:35162",true
"42.224.147.93:41789",true
"90.228.239.131:49075",true
"27.217.109.8:48540",true
"myf.s3.cubbit.eu",true
"112.239.101.133:40017",true
"r.h-18.ru",true
"118.232.137.101:55931",true
"182.127.33.254:45753",true
"188.245.232.199",true
"42.235.92.185:52220",true
"42.224.66.196:54796",true
"182.119.121.202:49837",true
"219.155.233.156:45590",true
"60.22.42.23:48319",true
"158.69.36.15",true
"setupeurope.eu",true
"mycarrier-docs.com",true
"mycarrier-document.com",true
"222.142.211.229:44847",true
"222.127.158.71:44008",true
"222.141.187.254:40791",true
"182.127.168.150:34733",true
"125.45.65.105:38379",true
"183.188.248.72:48720",true
"182.118.245.239:42090",true
"42.228.46.244:54557",true
"77.247.88.118:39326",true
"182.112.29.185:52980",true
"39.79.156.61:50188",true
"83.219.1.198:52440",true
"qz7.g-22.ru",true
"e.s3i1.ru",true
"119.102.108.251:51219",true
"w.s3i1.ru",true
"m3.g-22.ru",true
"42.227.44.208:43074",true
"188.114.199.203:57700",true
"69.197.176.85",true
"115.62.147.23:33114",true
"182.114.197.116:56254",true
"125.41.169.164:55281",true
